TipoPedido,CodControle,Fornecedor,OrgCompras,GrpCompradores,Empresa,Artigo,Quantidade,UnidadeCompra,Centro,Dep,DataRemessa,Moeda
ZPC9,T,CA02,3300,500,3300,30501,1,CX,A048,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,34039,1,CX,A048,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,30424,1,CX,A048,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,30423,1,CX,A048,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,27152,2,CX,A048,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,30348,4,CX,A048,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,31824,4,CX,A048,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,31744,3,CX,A048,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,21795,2,CX,A048,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,21804,1,CX,A048,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,21802,1,CX,A048,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,21796,2,CX,A048,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,30943,3,CX,A048,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,21180,2,CX,A048,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,31633,6,CX,A048,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,29700,6,CX,A048,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,21150,6,CX,A048,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,28925,1,CX,A048,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,31882,4,CX,A048,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,22565,2,CX,A048,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,20666,2,CX,A048,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,34234,1,CX,A048,DL01,31.07.2023,AOA
ZPC9,T,CA02,3300,500,3300,30026,5,CX,A048,DL01,31.07.2023,AOA
